Epoch	Time(sec)	Loss_E	Loss_V	MAE_val(eV)	MAE_test(eV)
0	37.087986486032605	24257.83667783253	6607.4733137488365	0.7564772367477417	0.7404453158378601
1	74.11198122502537	3663.3450873885304	1751.1274210512638	0.6671108603477478	0.664299488067627
2	111.29461611103034	2810.9524519853294	1333.3713826537132	0.5714102387428284	0.5754664540290833
3	148.60203503404045	2097.2243763697334	1090.0055441707373	0.47582679986953735	0.49764636158943176
4	186.0897781359963	1579.7272642166354	940.9539619088173	0.8679779171943665	0.8929451704025269
5	223.33761586202309	1322.374795247335	838.3921842873096	0.3927017152309418	0.3885613977909088
6	260.59560744004557	1147.1219331528991	757.0519384592772	0.3569207489490509	0.3533707559108734
7	297.7832230220083	1025.1506189377978	689.4021428972483	0.3369763195514679	0.3453993797302246
8	335.23152030602796	936.2296825062949	631.5810342282057	0.4671829342842102	0.46912920475006104
9	372.5536808629986	859.2789808628149	585.0746711790562	0.31698742508888245	0.321595162153244
10	409.8155411960324	790.163220636081	544.9119196906686	0.29671263694763184	0.2988482415676117
11	447.1166056880029	735.4699496104149	507.17483485490084	0.3349144458770752	0.33082571625709534
12	484.415638592036	728.0832518250681	474.6598664075136	0.5120968222618103	0.5200321078300476
13	521.6395859030308	691.100409139879	444.6710780188441	0.3098519444465637	0.30748412013053894
14	558.8080538650393	657.1761459233821	418.270867228508	0.27033478021621704	0.27828603982925415
15	596.0734386219992	618.9561795319896	394.8487013205886	0.27929821610450745	0.27658596634864807
16	633.4433149220422	600.2655990587082	372.96647050231695	0.4144059717655182	0.4203815758228302
17	670.6498388940236	598.945060250815	354.7950152605772	0.3645290434360504	0.3725040853023529
18	707.7465602680459	562.0947056970326	337.1386329680681	0.688181459903717	0.6789078712463379
19	745.2813956660102	574.1496937901247	321.32677964121103	0.26791417598724365	0.26792487502098083
20	782.6565308489953	531.5934367117006	308.1142045147717	0.3049919307231903	0.29987266659736633
21	820.06146528502	533.2382790733827	293.94406398385763	0.6699494123458862	0.6588319540023804
22	857.3712974510272	495.7981858601561	280.4375029914081	0.3316621482372284	0.32901808619499207
23	894.6708313740091	492.2976333303377	269.0358734279871	0.23220422863960266	0.2338395118713379
24	932.2121708340128	488.3541545100161	258.92557725682855	0.3194977045059204	0.3218185603618622
25	969.5638955210452	468.1558432804886	249.8675176538527	0.456577867269516	0.45135316252708435
26	1006.8678397920448	476.8699621912092	240.3843671157956	0.24913108348846436	0.2478562444448471
27	1044.2192801810452	442.55185772955883	232.73581014946103	0.4333440661430359	0.42746713757514954
28	1081.499180098006	445.0439097859198	225.90352531895041	0.21444205939769745	0.21818341314792633
29	1118.9475828620489	428.80585814407095	218.7090857475996	0.2497260719537735	0.2472246140241623
30	1156.1667479900061	418.64607425715076	212.50576839968562	0.22834512591362	0.23096466064453125
31	1193.5868836159934	408.51669544982724	206.84616889432073	0.22709707915782928	0.22514422237873077
32	1230.9257414740277	414.99162887921557	201.89568489044905	0.5804397463798523	0.5678479075431824
33	1268.3812726950273	400.72816244338173	197.01480800658464	0.5694785714149475	0.5548936128616333
34	1305.911525139003	398.3420324595063	191.823353337124	0.4129255712032318	0.40970298647880554
35	1343.2319368460448	380.7511074891663	188.93682934343815	0.19169840216636658	0.1957995444536209
36	1380.6123402240337	373.1414413602324	185.30886885523796	0.22572748363018036	0.22959581017494202
37	1418.052043232019	370.911274164333	181.0274570826441	0.25041285157203674	0.2609379291534424
38	1455.410165998037	361.3777240407653	177.48216161504388	0.22262650728225708	0.22724513709545135
39	1493.014761390048	354.14147525047883	174.64365470968187	0.21523314714431763	0.21131835877895355
40	1530.3653273550444	362.47365170624107	171.39577200636268	0.4159853160381317	0.42526090145111084
41	1567.6394595550373	361.7467727536132	167.98150382377207	0.19308027625083923	0.19725921750068665
42	1605.0748863290064	339.99259307194734	165.95506318472326	0.21243034303188324	0.2146555781364441
43	1642.5601261249976	336.9776895393152	163.59275723993778	0.25155460834503174	0.25211313366889954
44	1679.7757937710267	332.32999886444304	160.54382666386664	0.22570793330669403	0.23065270483493805
45	1717.0988258059951	326.9624758417485	158.49775296077132	0.23369623720645905	0.24162523448467255
46	1754.4557112810435	325.4607851613546	155.4210198968649	0.31221142411231995	0.30959632992744446
47	1791.8600384269957	322.7469097462017	154.237125037238	0.2370709627866745	0.23427826166152954
48	1829.1527180320118	311.9961364303017	152.82003270462155	0.3944104015827179	0.40106821060180664
49	1866.4903345700004	313.62355533678783	149.79214834235609	0.19013290107250214	0.18933714926242828
50	1903.8325181010296	307.95883475168375	147.94467078335583	0.1812816709280014	0.18537795543670654
51	1941.044640149048	300.9956617753487	146.41389236040413	0.2541431486606598	0.25089871883392334
52	1978.456150797021	302.62797414674424	144.28460175544024	0.17259736359119415	0.17269468307495117
53	2015.7446762770414	296.0223043401493	143.13126674108207	0.17411179840564728	0.17136472463607788
54	2053.0858771800413	288.1417907598079	141.022327484563	0.19372548162937164	0.19419842958450317
55	2090.4995611410122	281.85241441061953	139.42907429859042	0.16494646668434143	0.16970689594745636
56	2128.014435250021	274.3627628662798	137.65596718341112	0.3411291837692261	0.34384849667549133
57	2165.5303313439945	273.46939259115607	136.24619348719716	0.39040982723236084	0.3934940695762634
58	2202.916258208046	277.30637632860453	135.24811196886003	0.17566612362861633	0.1812225580215454
59	2240.190595393011	264.9765763347532	133.0637215524912	0.3768007457256317	0.36594656109809875
60	2277.744845704001	260.2611463548383	132.47047596238554	0.1731039583683014	0.17490246891975403
61	2315.2186799180345	261.84794137076824	130.84248993732035	0.26472434401512146	0.25450968742370605
62	2352.6721703259973	254.93640695273643	129.34977548383176	0.1609816700220108	0.16461338102817535
63	2390.030906026019	250.01824702427257	128.62640680000186	0.2519431412220001	0.24413751065731049
64	2427.2033140640124	240.0001470115967	127.31694016605616	0.3065876364707947	0.31263425946235657
65	2464.4847466600477	250.68968395428965	126.200658692047	0.18874987959861755	0.18659086525440216
66	2501.770252246002	247.24009153578663	125.53395231999457	0.27479004859924316	0.28164637088775635
67	2539.1798778100056	235.7631304300885	123.00231981277466	0.1717970073223114	0.1764831840991974
68	2576.5323858910124	230.08421002095565	122.89841018803418	0.1716802716255188	0.1775522232055664
69	2613.8514658710337	230.37006846744043	121.22548438236117	0.23068028688430786	0.23987674713134766
70	2651.0914883009973	229.2469646121608	120.55162042379379	0.1545916050672531	0.1546877920627594
71	2688.526861927996	217.63477924087783	119.91167663037777	0.205409437417984	0.2001340091228485
72	2726.0124871720327	217.84819747912115	119.26299256272614	0.20239010453224182	0.20301122963428497
73	2763.4359330420266	214.49390811799094	117.91471196338534	0.17251937091350555	0.1823183000087738
74	2800.9451904140296	207.01683901539946	117.52994089853019	0.3193226456642151	0.3245954215526581
75	2838.369835577032	206.1857968388067	116.20116034895182	0.23720549046993256	0.24176065623760223
76	2875.6947366020177	203.88222047206364	115.47323391772807	0.2179277092218399	0.22129949927330017
77	2913.0318528910284	195.35409870033618	114.43595910258591	0.2064598649740219	0.19855652749538422
78	2950.2391471560113	191.66649126575794	114.05501005426049	0.21185195446014404	0.2238122522830963
79	2987.5690398300067	192.5086077391752	114.289696296677	0.17710146307945251	0.18092860281467438
80	3024.990279411024	193.36785329907434	112.59262506850064	0.16547255218029022	0.16396251320838928
81	3062.3915460770368	187.345498064009	112.01666962727904	0.15185366570949554	0.15155848860740662
82	3099.767475427012	186.2513874100987	110.76391053572297	0.25909313559532166	0.25064796209335327
83	3137.143304894038	181.50598394536064	110.83028433285654	0.1823735386133194	0.1878282129764557
84	3174.4780369680375	184.82295182271628	109.93668352719396	0.1578189581632614	0.15528163313865662
85	3212.034062573046	179.3411617850361	108.35337904002517	0.18933269381523132	0.1967151015996933
86	3249.5129831940285	183.0867344478611	108.63054520543665	0.14162403345108032	0.14422176778316498
87	3286.7484313290333	177.30549759202404	107.42501640226692	0.1575969010591507	0.15640757977962494
88	3324.274431724043	170.88419660722138	106.80603447463363	0.17554354667663574	0.17406576871871948
89	3361.681858808035	174.41227871610317	106.74111401010305	0.18225355446338654	0.18071317672729492
90	3399.207244368037	174.69334468746092	106.14284356217831	0.14742131531238556	0.1452934443950653
91	3436.701318209991	160.99052444116387	105.11865055374801	0.20414018630981445	0.21123917400836945
92	3473.978208909044	172.42921874776948	104.6020366884768	0.12493301182985306	0.12715113162994385
93	3511.250092728995	169.31612373818643	104.08667003270239	0.18618008494377136	0.19816379249095917
94	3548.6789934840053	159.7189092085755	103.6653782883659	0.1821136176586151	0.17679095268249512
95	3585.9463752750307	160.96498147936654	103.15290879271924	0.13288602232933044	0.1364647001028061
96	3623.2448968570097	158.96816525614122	102.74262744281441	0.14950665831565857	0.14593927562236786
97	3660.7287227270426	158.3132561972452	101.54861351288855	0.1830606609582901	0.1876356154680252
98	3698.044411474024	155.10959782640566	101.80456478148699	0.14107324182987213	0.1408102810382843
99	3735.276573794021	158.8772365275072	100.71796176303178	0.15871497988700867	0.15921106934547424
100	3772.7501030490384	158.33165277006628	100.79792594444007	0.14217481017112732	0.1479174941778183
101	3810.0730315450346	155.7357408699463	100.36593982763588	0.14615175127983093	0.15344585478305817
102	3847.4105068700155	154.75277004606323	100.45709840394557	0.20532792806625366	0.20922961831092834
103	3884.9449296750245	152.42989253157066	99.69309536833316	0.12136095762252808	0.1256733536720276
104	3922.4705969960196	149.7195775990549	98.60513486526906	0.22264891862869263	0.22815123200416565
105	3959.865890732035	154.976168260735	98.68026329297572	0.25632813572883606	0.24817390739917755
106	3997.4410608080216	138.07110893179197	98.21617045998573	0.15942882001399994	0.15922261774539948
107	4034.817600894021	150.62640165604535	97.85765540506691	0.12156207859516144	0.12640750408172607
108	4072.149279210018	142.20098664588295	97.16711760032922	0.13448216021060944	0.1394611895084381
109	4109.7091487310245	149.6397418971901	95.82129150535911	0.23756670951843262	0.24223415553569794
110	4147.124636566034	138.72953218169278	96.14397612400353	0.16844208538532257	0.16971173882484436
111	4184.346191327029	141.897894678812	96.23442372772843	0.14800526201725006	0.14924058318138123
112	4221.647680794005	143.61295724619413	95.18427989818156	0.15260930359363556	0.1551094651222229
113	4259.067820511991	139.90013366559288	95.92915072757751	0.15707585215568542	0.16242572665214539
114	4296.418962899013	140.80240395035798	95.04470497835428	0.26629137992858887	0.26599058508872986
115	4333.899611769011	138.04694663085684	94.32008555531502	0.12560966610908508	0.12586231529712677
116	4371.15947877703	134.9035979071341	94.09092555660754	0.2062528133392334	0.20874206721782684
117	4408.714148272993	136.9124073673156	94.06252491660416	0.1264541894197464	0.12553991377353668
118	4446.12972060201	136.26529546524398	93.63196939509362	0.2108260542154312	0.2105182409286499
119	4483.398276004009	130.97638496962463	92.74911123514175	0.286602258682251	0.2919172942638397
120	4520.820037413039	129.84437434461142	92.61636458523571	0.14162924885749817	0.1441251039505005
