Epoch	Time(sec)	Loss_E	Loss_V	MAE_val(eV)	MAE_test(eV)
0	41.492134872009046	23152.2654569149	5468.8671682477	1.777854084968567	1.8053840398788452
1	79.64444598701084	3582.7216460523196	1557.3210317790508	0.6489658355712891	0.6422374844551086
2	117.89195336203557	2777.957302373601	1178.1929571032524	0.5918269157409668	0.6014313697814941
3	155.9865909210057	2008.7086571413092	988.2285457551479	0.46240654587745667	0.46694448590278625
4	194.44828530203085	1539.031839409843	861.0217959731817	0.41243821382522583	0.40757107734680176
5	232.42910961300367	1244.1500276507577	762.0550524890423	0.6126614212989807	0.6098760962486267
6	270.4830007799901	1050.1309297387488	685.8454007804394	0.35567566752433777	0.36096489429473877
7	308.4197849580087	972.3692990210839	626.1290240138769	0.3297751843929291	0.32719188928604126
8	346.5301111569861	847.2070758724585	578.3244623988867	0.3613171875476837	0.35942745208740234
9	384.49337519402616	796.4996591620147	535.5085465982556	0.30939745903015137	0.31530147790908813
10	422.57927381200716	770.8652368532494	499.7806761711836	0.30518025159835815	0.3096778392791748
11	460.7814564380096	722.9059759476222	468.21552143990993	0.3676174283027649	0.36706307530403137
12	499.0337363090366	709.1482825952698	438.803452976048	0.3167732059955597	0.3171249330043793
13	537.3572639109916	666.2239364713896	415.2012040540576	0.27246397733688354	0.27322205901145935
14	575.6876717639971	626.7717128514778	390.61986054480076	0.3336033225059509	0.33173274993896484
15	613.8363854429917	640.3475312511437	370.5356682687998	0.25865355134010315	0.26400208473205566
16	651.910234620038	578.9909059748752	349.6772904545069	0.4387276768684387	0.4452582001686096
17	689.8968609620351	568.1823778172256	330.81704168766737	0.25199249386787415	0.2603307068347931
18	728.2631908640033	555.5543425968499	314.47147008776665	0.4620042145252228	0.46211519837379456
19	766.4808929550345	543.8215461795917	299.43754698336124	0.3151010572910309	0.31787431240081787
20	804.6600719700218	512.5549657013034	287.4659676477313	0.22368554770946503	0.2294052243232727
21	843.4171762029873	518.3991222181357	275.75478779152036	0.34772810339927673	0.34909486770629883
22	881.7884882370126	515.9232842086349	265.85306556522846	0.25128236413002014	0.24756352603435516
23	919.9642210750026	490.2631468749605	256.4385555163026	0.24796715378761292	0.24791228771209717
24	958.0920704749878	488.80382456618827	246.7254524677992	0.23467203974723816	0.2361697256565094
25	995.971968894999	473.6108570487704	239.38055409491062	0.2252855896949768	0.23453418910503387
26	1034.137081656023	484.27969378454145	231.157542206347	0.2157743275165558	0.22332052886486053
27	1072.3710592209827	455.70689843123546	224.4533784352243	0.30413874983787537	0.30943918228149414
28	1110.0536630610004	452.70250874734484	219.33669550716877	0.246905118227005	0.24848000705242157
29	1148.1573552390328	435.2857505788852	213.18637597188354	0.26849278807640076	0.27469387650489807
30	1186.0496995850117	418.59349936869694	206.39329556003213	0.21508270502090454	0.22207802534103394
31	1223.9701257069828	423.6532737466623	201.62663029506803	0.2757900357246399	0.2782963514328003
32	1262.148927643022	400.5575442840345	195.99609257280827	0.23000608384609222	0.2349214106798172
33	1300.044922586996	394.09771756711416	193.2891536988318	0.20463865995407104	0.20521578192710876
34	1338.260414193035	383.482117909356	188.10371594503522	0.3435512185096741	0.34319207072257996
35	1376.5864444639883	397.5805962946033	184.22664972022176	0.39112502336502075	0.39106813073158264
36	1414.840882265009	385.2212249977747	180.78146589547396	0.29304349422454834	0.2913990318775177
37	1452.7435382180265	371.2067295057932	177.62677955254912	0.2064855992794037	0.21124809980392456
